"platform_name","news_url","news_title","news_content","news_posttime"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614999.html","原油系期货主力合约继续走弱，SC原油跌近4%","每经AI快讯，10月29日，原油系期货主力合约继续走弱，SC原油跌近4%，低硫燃料油跌超2%，燃料油跌超1%。","2024-10-29 09:14:49"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614998.html","2025年实施神二十神二十一天舟九号3次飞行任务","每经AI快讯，2025年，中国载人航天工程计划实施神舟二十号、神舟二十一号、天舟九号3次飞行任务。","2024-10-29 09:13:55"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614996.html","开源证券给予兰花科创买入评级，Q3产销下滑业绩承压，关注成长、回购与分红","每经AI快讯，开源证券10月29日发布研报称，给予兰花科创买入评级。评级理由主要包括：1）Q3 产销下滑业绩承压，关注成长、回购与分红；2）煤炭业务：Q3煤炭产销量环比下降，煤价下跌叠加成本提升致盈利走弱；3）煤化工业务：Q3尿素及己内酰胺量价齐跌，盈利环比走弱；4）煤炭产能仍具成长性，分红+回购彰显投资价值。风险提示：煤价下跌超预期；煤炭产量不及预期；新建产能不及预期。财务摘要和估值指标。","2024-10-29 09:13:05"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614995.html","民生证券发布兰花科创研报，2024年三季报点评：业绩不及预期，静待产销恢复","每经AI快讯，民生证券10月28日发布研报称，给予兰花科创评级。评级理由主要包括：1）2024Q3业绩环比下降，投资收益环比稳定；2）2024Q3煤炭产销同环比均降，价减成本增致盈利受损；3）2024Q3尿素成本降幅不及售价，毛利率环比下滑；4）2024Q1-3己内酰胺同比减亏，2024Q3亏损环比略有加大；5）调整矿井安全费提取标准，年度利润总额增加约8700万元。风险提示：煤炭价格大幅下跌；在建矿井投产不及预期。","2024-10-29 09:12:11"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614994.html","民生证券给予乐歌股份推荐评级，2024年三季报点评：海外仓业务持续高增，期待新仓爬坡改善毛利率","每经AI快讯，民生证券10月28日发布研报称，给予乐歌股份推荐评级。评级理由主要包括：1）海外仓订单持续高增，独立站增速环比提升；2）毛利率和销售费用率同时下降，归母扣非净利率保持稳定；3）完成募投项目Ellabell定增募资3.93亿元，预计项目成熟状态运营时毛利为17.39%。风险提示：海外需求不及预期，新项目落地不及预期，出口成本大幅变化，汇率变动风险。","2024-10-29 09:11:33"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614993.html","24只股票型ETF份额增加超1亿份，国泰中证A500ETF增加17.97亿份","每经AI快讯，据东方财富Choice数据统计，昨日共24只股票型ETF当日份额增加超1亿份，国泰中证A500ETF增加17.97亿份，华泰柏瑞中证2000ETF增加5.25亿份。","2024-10-29 09:11:31"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614992.html","现货黄金突破2750美元/盎司，日内涨0.28%","每经AI快讯，现货黄金突破2750美元/盎司，日内涨0.28%。","2024-10-29 09:11:01"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614987.html","我国将于11月中旬择机发射天舟八号货运飞船","每经AI快讯，我国将于11月中旬择机发射天舟八号货运飞船。目前在轨物资充足，满足任务要求。","2024-10-29 09:05:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614986.html","渝开发：计提减值准备7106万元","每经AI快讯，渝开发10月28日晚间发布公告称，按照和公司会计政策相关规定，公司本着谨慎性原则，对截止2024年9月30日末公司合并范围内各类资产进行了全面清查和减值测试，对合并范围内可能发生资产减值损失的相关资产计提减值准备，2024年前三季度计提金额合计7106万元。","2024-10-29 09:04:25"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614985.html","上海黄金交易所黄金早盘盘初上涨0.45%报626.56元/克","每经AI快讯，上海黄金交易所黄金T+D 10月29日早盘盘初上涨0.45%报626.56元/克；上海黄金交易所白银T+D 10月29日早盘盘初上涨0.77%报8203.0元/千克。","2024-10-29 09:03:04"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614979.html","载人月球车进入初样研制阶段 两款并行","每经AI快讯，神舟十九号载人飞行任务新闻发布会今天上午在酒泉卫星发射中心召开。发言人介绍，载人月球车方案征集经过两轮择优，最终航天科技集团有限公司上海航天技术研究院和空间技术研究院团队分获前两名，两者在创新性和先进性上各具特色，都获得了月球车初样研制合同，并行开展研制。","2024-10-29 09:00:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614955.html","钢铁供给侧改革又来了？","1、未来财政政策发力的情况下，钢铁下游需求或有支撑。但更重要的是供给侧出清信号，未来若供给端调控具体目标出台，钢铁ETF有望表现出较强的弹性。","2024-10-29 08:47:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614944.html","10月29日券商晨会精选|市场面临估值重塑的大机遇，重点把握并购带来的五大投资方向","周一，并购重组板块表现强劲，受到市场关注。以下是10月29日一些券商晨会精华研报，仅供参考。","2024-10-29 08:43:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3613976.html","港交所早参｜港交所将于11月15日推出虚拟资产指数系列；车品觉获委任为港交所董事会成员","丨2024年10月29日 星期二丨","2024-10-29 08:36:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3614017.html","大湾区财经早参丨香港证监会披露虚拟资产监管进展；深圳前三季度GDP达2.59万亿元","丨2024年10月29日 星期二丨","2024-10-29 08:35:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3613438.html","金融早参 | 黄金回收，每克突破600元","2024年10月29日 星期二","2024-10-29 08:28:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614898.html","全球科技早参丨Meta据悉正开发AI搜索引擎；苹果Apple Intelligence已正式发布；微软称谷歌是抹黑微软云业务的幕后黑手","2024年10月29日 星期二","2024-10-29 08:22:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3614665.html","国瓷材料：10月27日召开董事会会议","每经AI快讯，国瓷材料10月29日发布公告称，公司第五届第十八次董事会会议于2024年10月27日在公司会议室以现场会议和通讯会议的方式召开。审议了等。","2024-10-29 00:12:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3614238.html","实益达：2024年前三季度净利润约2697万元","每经AI快讯，实益达10月28日晚间发布三季度业绩公告称，2024年前三季度营收约4.52亿元，同比增加0.41%；归属于上市公司股东的净利润约2697万元，同比减少21.91%；基本每股收益0.0467元，同比减少21.91%。","2024-10-28 22:19:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3613242.html","注意！深南电路将于11月13日召开股东大会","每经AI快讯，深南电路10月28日发布公告称，2024年11月13日15:15，公司将在深圳市南山区侨城东路99号5楼会议室召开2024年第二次临时股东大会。本次股东大会将审议等议案，2024年11月5日收市后登记在册的股东可现场参会投票，或通过交易所投票系统行使表决权。","2024-10-28 19:04:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3613233.html","莱伯泰科：2024年前三季度净利润约3510万元","每经AI快讯，莱伯泰科10月28日晚间发布三季度业绩公告称，2024年前三季度营收约3.11亿元，同比增加3.72%；归属于上市公司股东的净利润约3510万元，同比增加31.64%。","2024-10-28 19:02:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3613203.html","注意！宝新能源将于11月15日召开股东大会","每经AI快讯，宝新能源10月28日发布公告称，2024年11月15日下午15:00，公司将在广东省梅县华侨城香港花园香港大道宝丽华综合大楼二楼会议厅召开2024年第四次临时股东大会。本次股东大会将审议等议案，2024年11月11日收市后登记在册的股东可现场参会投票，或通过交易所投票系统行使表决权。","2024-10-28 18:54:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3612734.html","洛阳钼业：10月28日召开董事会会议","每经AI快讯，洛阳钼业10月28日晚间发布公告称，公司第七届第三次董事会会议于2024年10月28日以现场结合通讯方式召开。审议了等。","2024-10-28 18:10:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3612424.html","武商集团：2024年前三季度净利润约1.24亿元","每经AI快讯，武商集团10月28日晚间发布三季度业绩公告称，2024年前三季度营收约51.19亿元，同比减少5.86%；归属于上市公司股东的净利润约1.24亿元，同比增加4.74%；基本每股收益0.16元，同比增加6.67%。","2024-10-28 17:51:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3612357.html","欢乐家：前三季度实现营业收入13.40亿元 多元渠道布局聚焦椰饮市场高增长","10月28日晚，欢乐家发布2024年第三季度报告。数据显示，公司前三季度实现营业收入13.40亿元，同比增长2.61%。其中，椰子汁饮料继续成为业绩增长的主要动力，实现收入6.49亿元，同比增长4.5%。","2024-10-28 17:43:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3612232.html","安徽合力：业绩说明会定于11月8日举行","每经AI快讯，安徽合力10月28日晚间发布公告称，公司2024年第三季度业绩说明会定于2024年11月08日上午09:00-10:00，以上证路演中心网络文字互动的形式进行。出席本次业绩说明会的人员有：董事长杨安国，副董事长薛白，总经理周峻，董事会秘书陈先成，独立董事孔令勇，证券事务代表刘翔。","2024-10-28 17:37:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3612203.html","华鼎股份：2024年前三季度净利润约3.24亿元","每经AI快讯，华鼎股份10月28日晚间发布三季度业绩公告称，2024年前三季度营收约59.95亿元，同比减少5.39%；归属于上市公司股东的净利润约3.24亿元，同比增加96.25%；基本每股收益0.29元，同比增加95.79%。","2024-10-28 17:36:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3611985.html","晶丰明源：筹划重大资产重组 股票继续停牌","每经AI快讯，10月28日，晶丰明源公告，公司正在筹划以发行股份、发行定向可转换公司债券及支付现金方式购买四川易冲科技公司的控制权，同时拟募集配套资金。公司股票自2024年10月29日开市起继续停牌，继续停牌时间不超过5个交易日。","2024-10-28 17:11:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615274.html","华安证券给予英维克买入评级，业绩持续高增，算力液冷放量在即","每经AI快讯，华安证券10月28日发布研报称，给予英维克买入评级。评级理由主要包括：1）2024年三季度业绩优异，持续看好公司发展；2）把握数字化浪潮，为企业数字化转型提供高效温控保障；3）持续增加研发投入，紧跟精密温控下游行业需求。风险提示：1）技术研发突破不及预期；2）下游需求不及预期；3）核心技术人员流失；4）原材料成本大幅波动影响毛利率；5）市场竞争加剧影响毛利率的风险。","2024-10-29 11:26:33"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615273.html","华安证券给予贝斯特买入评级，24三季报点评：业绩符合预期，C0级丝杠副实现订单突破","每经AI快讯，华安证券10月29日发布研报称，给予贝斯特买入评级。评级理由主要包括：1）24Q3净利率同环比持续提升，持续加强研发创新；2）工业母机C0级丝杠副实现订单突破，泰国工厂建设稳步推进。风险提示：1）原材料价格波动风险。2）汽车行业周期波动影响以及行业政策性风险。3）产品价格下降风险。","2024-10-29 11:23:17"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615272.html","华安证券给予川恒股份买入评级，Q3业绩环比高增，持续巩固产业链优势","每经AI快讯，华安证券10月28日发布研报称，给予川恒股份买入评级。评级理由主要包括：1）归母净利润同环比上升，产品价格增长；2）拓宽公司发展空间，新设并增资各子公司；3）变更可转债募集资金用途，项目产能逐步释放。风险提示：项目投产进度不及预期的风险；项目审批进度不及预期的风险；产品价格大幅下跌的风险；原材料价格大幅波动的风险。","2024-10-29 11:23:12"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615271.html","国金证券给予善水科技增持评级，业绩开始修复，募投项目进展顺利","每经AI快讯，国金证券10月29日发布研报称，给予善水科技增持评级。评级理由主要包括：1）业绩开始修复，经营性现金流仍待改善；2）产品梯队储备较为完善，氯代吡啶生产线建设进展顺利。风险提示：染料等下游需求放缓、募投项目投产不及预期、工艺技术升级不及预期、原料价格大幅上涨、产品市场竞争格局恶化、限售股解禁等。","2024-10-29 11:20:37"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615270.html","国金证券给予分众传媒买入评级，业绩稳步增长，符合预期","每经AI快讯，国金证券10月29日发布研报称，给予分众传媒买入评级。评级理由主要包括：1）收入：Q3环比微增，整体稳健；2）盈利：增幅大于收入，扣非净利率略有提升；3）展望后续，新赛道、新品牌崛起有望带来增量，但需关注回款情况。风险提示：宏观经济回暖不及预期；消费品及下游新兴赛道投放不及预期；坏账风险；海外进展不及预期；行业竞争加剧。","2024-10-29 11:18:46"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615269.html","中泰证券给予华纬科技买入评级，业绩创单季新高，增长潜力持续释放","每经AI快讯，中泰证券10月28日发布研报称，给予华纬科技买入评级。评级理由主要包括：1）利润创单季最高，费用率管控优秀；2）核心客户放量助力业绩持续提升；3）产能建设稳步推进，海外布局积极开拓。风险提示：弹簧行业竞争格局恶化、新能源渗透率增长不及预期、产能扩张不及预期、汽车行业政策不及预期。","2024-10-29 11:18:40"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615264.html","云南省商务厅原巡视员朱非接受纪律审查和监察调查","每经AI快讯，据云南省纪委监委消息：云南省商务厅原巡视员朱非涉嫌严重违纪违法，目前正接受云南省纪委监委纪律审查和监察调查。","2024-10-29 11:16:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615263.html","浦银国际证券给予闻泰科技买入评级，三季度产品集成业务与功率半导体业务同频改善","每经AI快讯，浦银国际证券10月28日发布研报称，给予闻泰科技买入评级，目标价格为41.6元。评级理由主要包括：1）产品集成业务扭亏在即；2）安世半导体基本面周期开启上行，超出我们预期。风险提示：智能手机等消费电子产品需求恢复不如预期。半导体行业基本面周期上行动能不足。国内或海外新能源车行业增长弱于预期。功率行业竞争加剧。公司投入较大，利润承压。","2024-10-29 11:13:45"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615262.html","财信证券给予耐普矿机增持评级，业绩持续高增，备件产品表现优异","每经AI快讯，财信证券10月29日发布研报称，给予耐普矿机增持评级。评级理由主要包括：1）核心产品耐磨备件表现优异，毛利率持续上升；2）Q3盈利能力再度提升，费用管控优秀；3）专注国际业务，赞比亚基地成功投产。风险提示：海外客户开拓不及预期；橡胶备件市占率提升不及预期；行业竞争加剧。","2024-10-29 11:13:07"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615261.html","大众德国员工收警告：将关闭至少三家工厂","每经AI快讯，德国制造业巨头大众汽车的劳资委员会28日告知员工，管理层计划关闭至少三家德国境内工厂、裁撤数以万计员工并收缩其在德国所有剩余工厂规模。大众汽车急于削减成本摆脱竞争力下滑困境，但其措施令企业劳资关系更加紧张。 据德新社报道，大众汽车在德国雇有大约12万人，约半数在沃尔夫斯堡的总部和主工厂工作。大众汽车在德国现有十家工厂，其中六家在下萨克森州，三家在萨克森州，一家在黑森州。","2024-10-29 11:11:19"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615256.html","华安证券给予安培龙买入评级，收入和利润齐增，公司经营拐点已现","每经AI快讯，华安证券10月28日发布研报称，给予安培龙买入评级。评级理由主要包括：1）2024年Q3公司实现营收和利润齐增；2）公司参与设立创业投资基金；3）公司获得玻璃微熔工艺六维力矩传感器发明专利。风险提示：1）技术研发突破不及预期；2）下游需求不及预期；3）核心技术人员流失；4）原材料成本大幅波动影响毛利率；5）市场竞争加剧影响毛利率的风险。","2024-10-29 11:08:19"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615250.html","中泰证券给予景旺电子买入评级，24Q3业绩平稳，数通领域进展顺利","每经AI快讯，中泰证券10月28日发布研报称，给予景旺电子买入评级。评级理由主要包括：1）Q3稼动率上行，费用端拖累致使利润同比下降；2）数通领域产品进展顺利，未来增长可期。风险提示：新建产能不及预期，下游需求不及预期、市场开拓不及预期、外围环境波动风险，研报信息更新不及时风险。","2024-10-29 11:06:36"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615249.html","中泰证券给予山煤国际买入评级，产销提升成本下降，Q3业绩环比增长","每经AI快讯，中泰证券10月28日发布研报称，给予山煤国际买入评级。评级理由主要包括：1）煤炭业务：量增本降，Q3业绩环比增长；2）产销量方面，Q3产销量维持增长趋势；3）价格方面，Q3煤价环比下滑；4）成本方面，Q3成本环比继续改善。风险提示：煤炭价格大幅下跌、产能利用率不及预期、研报使用信息数据更新不及时风险。= 盈利预测表。","2024-10-29 11:06:27"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615248.html","中泰证券给予彩讯股份买入评级，C端应用创新迭代，算力布局打造一体化AI能力","每经AI快讯，中泰证券10月28日发布研报称，给予彩讯股份买入评级。评级理由主要包括：1）Q3单季业绩转好，研发投入持续加码；2）C端AI应用产品持续迭代，彩灵等创新产品赋能5G新通话场景；3）深度融入Harmony生态，背靠运营商生态构筑算力平台。风险提示：AI进展不及预期风险，行业政策变动风险，宏观经济波动风险，信息更新不及时风险。","2024-10-29 11:06:26"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615247.html","今日电池级碳酸锂价格较上日上涨500元，均价报7.35万元/吨","每经AI快讯，10月29日，上海钢联发布数据显示，今日电池级碳酸锂价格较上日上涨500元，均价报7.35万元/吨。","2024-10-29 11:05:19"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615246.html","沪镍期货主力合约下跌2%","每经AI快讯，10月29日，沪镍期货主力合约下跌2%，报123800元/吨。","2024-10-29 11:03:47"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615245.html","开源证券给予禾望电气买入评级，公司信息更新报告：Q3业绩符合预期，加速出海打开增量市场空间","每经AI快讯，开源证券10月29日发布研报称，给予禾望电气买入评级。评级理由主要包括：1）业绩符合预期，加速出海打开增量市场空间；2）新能源电控业务营收环比稳定增长，Q3毛利率企稳反弹；3）Q3工程传动业务毛利率显著改善，收入小幅下滑。风险提示：新能源电控业务毛利率下滑超预期；工程传统行业需求不及预期。","2024-10-29 11:02:32"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615242.html","开源证券给予科威尔买入评级：销售费用持续加大，Q3业绩略不及预期","每经AI快讯，开源证券10月29日发布研报称，给予科威尔买入评级。评级理由主要包括：1）新能源测试电源行业竞争加剧，盈利能力有所下滑；2）氢能测试电源产品覆盖范围齐全，收入稳定增长。风险提示：测试电源产品毛利率超预期下滑；氢能产业发展不及预期。","2024-10-29 11:00:49"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615239.html","关于调整高等教育阶段和高中阶段国家奖助学金政策的通知","有关中央部门，各省、自治区、直辖市、计划单列市财政厅、教育厅、人力资源社会保障厅，新疆生产建设兵团财政局、教育局、人力资源社会保障局： 　　为全面贯彻党的二十大和二十届二中、三中全会精神，落实立德树人根本任务，完善覆盖全学段学生资助体系，调整高等教育阶段和高中阶段国家奖助学金政策。现将有关事项通知如下：","2024-10-29 10:59:30"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615237.html","西南证券给予贵州茅台买入评级","每经AI快讯，西南证券10月29日发布研报称，给予贵州茅台买入评级。评级理由主要包括：1）茅台酒稳健增长，延续高质量发展；2）毛利率略有下降，现金流稍显承压；3）全年目标完成无虞，回购股份提振信心。风险提示：经济复苏或不及预期，市场竞争加剧风险。","2024-10-29 10:56:41"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615231.html","一架驻日美军战斗机发生故障机体起火","每经AI快讯， 当地时间10月29日上午，日本青森县东部三泽市的三泽机场跑道附近，一架驻日美军FA18战斗机发生故障机体起火。受此影响，从羽田飞往三泽机场的日本航空航班已改降至青森机场。截至当地时间上午10时，战斗机仍停留在跑道附近。","2024-10-29 10:55:17"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615226.html","GPU指数冲高，华天科技涨停","每经AI快讯，GPU指数冲高，华天科技涨停，寒武纪-U涨逾8%，海光信息涨逾7%。","2024-10-29 10:54:10"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615224.html","港股光伏太阳能股部分走低，协鑫科技(03800.HK)跌超4%","每经AI快讯，港股光伏太阳能股部分走低，协鑫科技跌超4%，福莱特玻璃跌超3%，信义能源、阳光能源跌超2%。","2024-10-29 10:53:25"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615148.html","走！去追“星”","2024年，星空大火。","2024-10-29 10:40:00"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615157.html","半导体企业业绩增势良好，科创芯片ETF（588200）早盘逆势走强","10月29日早盘，三大指数集体冲高回落，沪指、深指一度飘绿。科创板整体走势出现分离。科创芯片指数早盘逆势震荡走强，带动科创芯片ETF上涨，截至10:16涨幅约0.8%。成分股中，华峰测控、海光信息、中芯国际等领涨；杰华特、聚辰股份、源杰科技等领跌。","2024-10-29 10:29:15"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615139.html","国内首条全固态锂电池量产线投产，储能电池ETF（159566）、新能源ETF易方达（516090）等产品布局板块龙头","截至10:05，国证新能源电池指数、中证新能源指数均下跌0.5%。近日，国内首条全固态锂电池量产线正式投产，该量产产线目标产能为200兆瓦时，相当于能同时给20万辆两轮车充电，待满产后每天可生产上千支固态锂电池，可应用于储能等领域。","2024-10-29 10:19:31"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-28/3611850.html","签约多家优质企业 成都青羊区携手重庆江北区赴深圳推介","近日，2024成渝地区双城经济圈共建国际消费中心城市对接会暨青羊区、江北区商贸产业联合推介会举行，向粤港澳大湾区优质企业推介成渝地区发展的生机与活力，进一步推动区域经济一体化发展、促进商贸产业繁荣。此次活动由成都市商务局指导，重庆市江北区商务委及成都市青羊区商务局、投促局、少城国际文创谷管委会等单位联合主办，华润万象生活、卓越置业、星河集团、华强控股、天悦商业、拼多多泰穆、米仓供应链集团、tea'stone、8号仓等50余家商务商贸领军企业和头部新消费品牌，以及深圳前瞻产业研究院、中购联品牌合作中心、深圳市服装供应链协会、深圳市城市更新协会、深圳市零售商业行业协会等代表参会。","2024-10-29 10:18:57"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615091.html","汇聚世界500强企业 成都高新区打造具有全球竞争力的电子信息产业高地","这个10月，出光兴产与瑞联新材达成合作，拟对位于成都高新区的出光电子材料制造基地项目增资扩产、“提档升级”；奕成科技成功实现板级高密FOMCM平台批量量产，成为中国大陆目前唯一具备板级高密FOMCM产品量产能力的公司；英特尔宣布将扩容位于成都高新区的封装测试基地，对英特尔产品有限公司增加3亿美元的注册资本……成都电子信息产业功能区产业能级不断提升。","2024-10-29 10:07:23"
